Arrival Date,Consignee,Consignee Address,Consignee City,Consignee State/Region,Consignee Postal Code,Consignee Country,Consignee Full Address,Consignee Email 1,Consignee Email 2,Consignee Email 3,Consignee Phone 1,Consignee Phone 2,Consignee Phone 3,Consignee Fax,Consignee Website 1,Consignee Website 2,Consignee Profile,Consignee D-U-N-S®,Consignee Industry,Consignee Revenue,Consignee Employees,Consignee Market Capitalization,Consignee Trade Roles,Consignee SIC Codes,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Trade Roles,Shipper SIC Codes,Shipment Destination,Shipment Destination Region,Quantity,Weight (kg),Value of Goods (USD),Number of Containers,HS Code,Goods Shipped
2016-02-14,Greater China Industries Inc.,14205 Southeast 36th Street,Bellevue,Washington,98006,United States,"14205 Southeast 36th Street, Bellevue, WA 98006, USA",info@greaterchina-usa.com,,,+1 425 643 6576,,,+1 425 643 6519,greaterchina-usa.com,,https://panjiva.com/Greater-China-Industries-Inc/1826453,,,20661108,45,,"Manufacturer, Wholesale","5199, 8741","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Portland, Portland, Oregon",Pacific Region,21 CTN,126.0,"",1,3923.30,PLASTIC BOTTLE
2016-02-12,Leed's World Inc.,400 Hunt Valley Road,New Kensington,Pennsylvania,15068,United States,"400 Hunt Valley Road, New Kensington, PA 15068, USA",,,,+1 724 334 9000,,,+1 724 334 0342,promosphere.com,,https://panjiva.com/Leed-s-World-Inc/2034286,809596765,Trading Companies and Distributors,221893053,32,,"","2394, 3161, 3172, 5111, 5112, 5199","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","New York/Newark Area, Newark, New Jersey",New York Region,125 CTN,1273.0,"",1,9617.00,VACUUM FLASK
2016-02-11,Livingston International Inc.,612 East Dallas Road,Grapevine,Texas,76051,United States,"612 East Dallas Road, Grapevine, TX 76051, USA",lindaschilke@ceralux.com,petrapet@livingstonintl.com,tee-mail-srowe@livingstonintl.com,+1 956 630 6377,,,,livingstonintl.com,livingstoninlt.com,https://panjiva.com/Livingston-International-Inc/5628317,005133874,Air Freight and Logistics,,3200,,Logistics,4731,,,,,,,,,,,,,,,,,,,,,,,,,"Port of Seattle, Seattle, Washington",Pacific Region,6720 CTN,24444.5,"",3,8214.20; 9404.90; 9503.00,"1907-1363 6PC FLOWER  FORMERS
SM MD  PO#1284439-000 OB HTS
CODE: 3924.10.4000  417-7551 T
EXTURE COMB  4PC PO#1286258-00
0 OB  HTS CODE: 3924.10.4000
417-7551 TEXTURE COMB  4PC PO#
1286354-000 OB  HTS CODE: 3924
.10.4000  MINI SUNFLOWERS  MUS
IC  HATS OFF GRAD  VELLUM LEAV
ES  PARIS  CANDY CANE REPEATS
 BABY BOY ICON REPEATS  FISH R
EPEATS  PUMPS REPEATS  GRAD CA
P N DIPLOMA REPEATS  COLORING
 DRAGONFLIES CABOCHONS  PAW PR
INT REPEATS  FLORAL PRIZM SILV
ER  WAVES MIXED STCKRS  HORSES
  STATUE OF LIBERTY  BABY GIRL
  VELLUM GRADUATION  TROPICAL
FISH LARGE  GRADUATE CELEBRATE
  TUXEDO - JOLEES BY YOU  JOLE
ES BY YOU SCRIPTURES  3DS TREE
S  3DS CLOUD  3DS PAWS  3DS RI
NGS  3D STCKR CREAM FLORAL JOL
BQ  3D STCKR DRAMA JOL BQ  3D
S ITALY  3DS MARATHON RUNNER
TEACHER - JOLEES GRANDE  3DS L
IGHTHOUSES  BABY GIRL JOL FOAM
 STICKERS  3DS BRINGING HOME P
UPPY  3DS HAPPILY EVER AFTER
3D STKR SEA HORSES-VELLUM JG
BUTTERFLY PATTERN  TOY SHELF B
RTH RECRD  SANTAS JOURNEY STKG
  SNOWMAN & REINDEER  BIRTH RE
CORD BABY  SEASIDE COTTAGES  T
REE FROG TRIO  WILDFLOWER TRIO
  UNITED LOVE WED REC  TWILIGH
T BRIDGE  ORIENTAL ORCHIDS  KI
TTY LITTER  GLORY OF AUTUMN  A
 WHOLE LOTTA LATTE  PASSION FL
OWER ANGEL  GRANDPRNTS TCH A H
RT  SERENITY PRAYER  THE JOURN
EY  HAPILY EV AFT WED RE  SANT
A'S SIDECAR STOCKING  JINGLE B
ELL ORNAMENTS  SW TRAIN ORNAME
NT  SNOW BEARS STOCKING  BELIE
VE SNOWGLOBE ORNMNT  SANTA WIT
H BAG  SECRET SANTA STKG  IN T
O THE LIGHT  COZY CUB  POPPY P
AIR  HOME  LEOPARD CUB  A DOGS
 LOVE  SAVANAH BIRTH RECORD  L
ITTLE POND BIRTH RECORD  OWL M
INI BIRTH RECORD  VINTAGE FAMI
LY TREE  LITTLE POND BIBS  KIM
BA BIBS  A CAT AND A MOUSE  HU
MMINGBIRD DUO  HOME AND HEART
PUNCH NEEDLE  CUTIE PATOOTIE
BIBS  NOAHS ARK QUILT  HOOP  R
OSE HEARTS PLW CA  LIGHTHSE GU
EST TWLS  FELTNG NDLS & FM BLK
  OWL ALWAYS B UR FRND  PO#128
4181-000 OB  COPCO CAN DISPENS
ER 8CT  ITEM#2555-1977  HS COD
E:3924.10.4000  THE WAREHOUSE
ADDRESS:  SHOREWOOD (DC3)  213
50 S.SW.FRONTAGE RD  SHOREWOOD
,IL 60404    ACTUAL SHIPPER:
SHENZHEN JINRUI TECHNOLOGY CO.
, LTD.  HENGGANG INDUSTRIAL PA
RK, XINQIAO, SHAJING TOWN,  BA
OAN DISTRICT, SHENZHEN CITY, G
UANGDONG PROVINCE,518125, CHIN
A    IDEAL DESIGN ENTERPRISE C
O., LTD  NO.95, 6 PAO CHUNG RO
AD SHIN TIEN CITY TAIPEI HSIEN
, TAIWAN    ""THIS SHIPMENT CON
TAINS NO SOLID WOOD PACKING MA
TERIAL.""      MARKS  ITEM#:  Q
TY:  DESCRIPTION:  MADE IN  CH
INA  DIVISION:  P.O. NUMBER:
LOT NUMBER:  BOX: OF  ITEM#  Q
'TY: EA  DESCRIPTION  MADE IN
 CHINA  DIVISION  P.O.  BOX OF; 1IN BELTING  1.5IN BELTING  .8
75IN TWILL  TAPE  1IN WEBBING
 1IN BELTING  CAMEL  1IN WEBBI
NG  1IN BELTING  EK JOURNALING
 PEN ASST 8PK  EK PAINT METALL
IC MEDIUM 5PK  PO#1283356-000
OB  2105-5038 DIMENSIONS LARGE
CUPCAKE  PAN  PO#1285837-000
 OB  2105-5020 LARGE CUPCAKE P
AN-  BOX  PO#1287912-000 OB  2
105-1199 DIMENSIONS CASCADE  P
AN  WHITE/CHALK    ACTUAL SHIP
PER:  DONGGUAN CITY JINGWEI WE
AVING&KNITTING CO.,LTD  ADD:SH
ILONGKENG INDUSTRIAL AREA,LIAO
BU TOWN,DONGGUAN CITY  GUANGDO
NG PROVINCE,PRC    SUNNY PRO C
O., LTD.  5F., NO. 56, LANE 31
, MINZU RD., DANSHUEI DISTRICT
, NEW TAIPEI CITY,  TAI  WAN
  E-ANDE ( H.K )LTD.  2/F ,WIN
G YEE COMMERCIAL BUILDING , 5
WING KUT STREET CENTRAL, HK
HANGZHOU EVERICH HOUSEWARE CO
.,LTD  13/F, UDC TIMES BUILDIN
G A. NO 8. XINYE ROAD.   QIANJ
IANG CBD.HANGZHOU ZHEJIANG 310
016, CHINA.      ""THIS SHIPMEN
T CONTAINS NO SOLID WOOD PACKI
NG MATERIAL.""    MARKS  ITEM #
:  Q'TY : EA  DESCRIPTION:  MA
DE IN CHINA  DIVISION:  P.O. N
UMBER :  BOX : OF  STOCK#:  QT
Y:  DESCRIPTION:  MADE IN CHIN
A  WILTON ENTERPRISES  P.O. NU
MBER:  ITEM#  QTY:  DESC:  MAD
E IN CHINA  DIVISION:  PO#  CA
RTON#; CLEAR STAMP AND WOOD  STAMP AN
D ACRYLIC  BLOCK  AND CLING ST
AMP  SMALL CAKE LEVELER  ITEM#
415-0165  PO#1283680-000 OB  H
EAT TOOL M338009 VANILLA (MT-5
0 ETL)    ACTUAL SHIPPER:  SON
NY INDUSTRIAL (HK) CO.,LTD.  F
LAT 706 7/F HALESON BUILDING N
O.1 JUBILEE STREET CENTRAL HON
G KONG    HOMEASY ENTERPRISE L
TD.  UNIT 13, 11/F, PENINSULA
SQUARE,  18 SUNG ON GST.,HUNG
HOM, KOWLOON,HONG KONG    WATT
SON ENTERPRISE (H.K) CO LTD.
UNIT 908 BLOCK B,9/F LEE CHUNG
INDUSTRIAL BUILDING,  7 TSAT
PO STREET, SAN PO KONG, KOWLOO
N, HONG KONG      ""THIS SHIPME
NT CONTAINS NO SOLID WOOD PACK
ING MATERIAL.""    MARKS  ITEM#
  Q'TY : EA  DESCRIPTION  MADE
 IN  CHINA  DIVISION:  WILTON
 P.O.NO.  CARTON# OF  STOCK #:
QTY:  DESCRIPTION:  MADE IN
CHINA  WILTON ENTERPRISES  P.O
.#  CTN NO: 1-UP  SKU#M338009
 Q'TY: 12EA  HEAT TOOL  MADE I
N  CHINA  WILTON  P.O #1276471
  BOX OF  167"
2016-02-10,Stable Goods Llc,1715 Oak Street,Lakewood Township,New Jersey,08701,United States,"1715 Oak St, Lakewood, NJ 08701, USA",,,,,,,,,,https://panjiva.com/Stable-Goods-Llc/38024423,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Baltimore, Maryland",Northeast Region,194 CTN,1940.0,"",1,7323.93,STAINLESS STEEL CUP
2016-02-09,Jushi Usa,4982 4th Street,Baldwin Park,California,91706,United States,"4982 4th Street, Baldwin Park, CA 91706, USA",info@jushiusa.com,,,+1 626 960 2038,,,+1 626 960 2037,jushiusa.com,,https://panjiva.com/Jushi-USA/2075822,931867154,Household Durables,10210070,510,,Logistics,"5033, 5045","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,250 CTN,5375.0,"",1,3924.10,"PLASTIC MUG
PLASTIC MUG"
2016-02-09,Tabletops Unlimited Inc.,23000 Avalon Boulevard,Carson,California,90745,United States,"23000 Avalon Boulevard, Carson, CA 90745, USA",tabletops@tabletopsunltd.com,,,+1 310 549 6000,,,+1 310 549 8500,tabletopsunltd.com,,https://panjiva.com/Tabletops-Unlimited-Inc/4417192,106846579,Household Durables,39757656,100,,Logistics,"2392, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,3227 CTN,11817.0,"",1,3924.10,"KITCHENWARE  (PLASTIC MUG)
KITCHENWARE  (PLASTIC MUG)
NO DESCRIPTION"
2016-02-09,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,520 PCS,3744.0,"",1,3924.10,"PLASTIC MUG + THIS SHIPMENT CONTAINS NO SOLID
 WOOD PACKAGING MATERIALS
."
2016-02-09,Tabletops Unlimited Inc.,23000 Avalon Boulevard,Carson,California,90745,United States,"23000 Avalon Boulevard, Carson, CA 90745, USA",tabletops@tabletopsunltd.com,,,+1 310 549 6000,,,+1 310 549 8500,tabletopsunltd.com,,https://panjiva.com/Tabletops-Unlimited-Inc/4417192,106846579,Household Durables,39757656,100,,Logistics,"2392, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,4979 CTN,10456.0,"",2,3924.10; 3924.10,"TABLEWARE AND KITCHENWARE OF PLASTICS
KITCHENWARE; TABLEWARE AND KITCHENWARE OF PLASTICS
KITCHENWARE"
2016-02-06,Eco Vessel,5485 Conestoga Court,Boulder,Colorado,80301,United States,"5485 Conestoga Court, Boulder, CO 80301, USA",,,,+1 800 969 2962,,,,ecovessel.com,,https://panjiva.com/Eco-Vessel/4415322,,,2049033,12,,Wholesale,"3312, 5099, 5719, 7389","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Service Port-Denver, Denver, Colorado",North Central Region,1754 CTN,17080.0,"",2,9617.00; 9617.00,"VACUUM FLASK
.; VACUUM FLASK
."
2016-02-05,Leed's World Inc.,400 Hunt Valley Road,New Kensington,Pennsylvania,15068,United States,"400 Hunt Valley Road, New Kensington, PA 15068, USA",,,,+1 724 334 9000,,,+1 724 334 0342,promosphere.com,,https://panjiva.com/Leed-s-World-Inc/2034286,809596765,Trading Companies and Distributors,221893053,32,,"","2394, 3161, 3172, 5111, 5112, 5199","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","New York/Newark Area, Newark, New Jersey",New York Region,168 CTN,1310.0,"",1,3923.30,PLASTIC BOTTLE
2016-02-01,Leed's World Inc.,400 Hunt Valley Road,New Kensington,Pennsylvania,15068,United States,"400 Hunt Valley Road, New Kensington, PA 15068, USA",,,,+1 724 334 9000,,,+1 724 334 0342,promosphere.com,,https://panjiva.com/Leed-s-World-Inc/2034286,809596765,Trading Companies and Distributors,221893053,32,,"","2394, 3161, 3172, 5111, 5112, 5199","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","New York, New York",New York Region,101 CTN,1192.0,"",1,6912.00,"CERAMIC MUG
H.S CODE: 6912.00.4400"
2016-02-01,Aquasana,6310 Midway Road,Haltom City,Texas,76117,United States,"6310 Midway Road, Haltom City, TX 76117, USA",,,,+1 817 536 5250,,,,,,https://panjiva.com/Aquasana/5679245,006085815,,44000000,100,,"","3569, 3589","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,90 CTN,1378.0,"",1,"",SILICONE SLEEVE
2016-02-01,Gold Bond,5485 Hixson Pike,Hixson,Tennessee,37343,United States,"5485 Hixson Pike, Hixson, TN 37343, USA",art@goldbondinc.com,,,+1 423 842 5844,,,+1 423 842 7934,goldbondinc.com,,https://panjiva.com/Gold-Bond/1991023,043109222,Media,56353931,250,,"",3993,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Service Port-Atlanta, Atlanta, Georgia",Southeast Region,167 CTN,783.0,"",1,3923.10,PLASTIC FOOD CONTAINER
2016-02-01,Tabletops Unlimited Inc.,23000 Avalon Boulevard,Carson,California,90745,United States,"23000 Avalon Boulevard, Carson, CA 90745, USA",tabletops@tabletopsunltd.com,,,+1 310 549 6000,,,+1 310 549 8500,tabletopsunltd.com,,https://panjiva.com/Tabletops-Unlimited-Inc/4417192,106846579,Household Durables,39757656,100,,Logistics,"2392, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,2009 CTN,6256.0,"",1,3924.10,"TABLEWARE AND KITCHENWARE OF PLASTICS
KITCHENWARE"
2016-01-29,Rectorseal,2601 Spenwick Drive,Houston,Texas,77055,United States,"2601 Spenwick Drive, Houston, TX 77055, USA",ops@cilfreight.com,,,+1 713 263 8001,,,+1 713 263 7577,rectorseal.com,,https://panjiva.com/Rectorseal/2095589,079892463,Chemicals,31029684,60,,"","2891, 2992","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of San Diego, San Diego, California",Pacific Region,2 CTN,3630.0,"",1,8480.71,PLASTIC MOLD
2016-01-28,Base Brandsmllc,6565 Knott Avenue,Buena Park,California,90620,United States,"6565 Knott Avenue, Buena Park, CA 90620, USA",,,,+1 404 542 6545,,,,,,https://panjiva.com/Base-Brandsmllc/35131563,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,1360 CTN,7177.0,"",1,9617.00,"STAINLESS STEEL MUG
STAINLESS STEEL BOTTLE
VACUUM CUP
VACUUM FLASK"
2016-01-28,Deco West Inc.,,,,,,80N. MOJAVE SUITE#190LAS VEGAS NV 89101,,,,,,,,,,https://panjiva.com/Deco-West-Inc/31320854,,,,35,,"",7389,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,50 CTN,480.0,"",1,9617.00,"VACUUM FLASK THIS SHIPMENT IS NO SOLID WOOD
 PACKAGING MATERIALS"
2016-01-25,Brunton Outdoor Inc.,7088 Winchester Circle,Boulder,Colorado,80301,United States,"7088 Winchester Circle, Boulder, CO 80301, USA",,,,+1 303 996 3737,,,,,,https://panjiva.com/Brunton-Outdoor-Inc/10891591,038772139,,1930838,65,,"",5049,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,136 CTN,1065.0,"",1,7323.93,"STAINLESS STEEL MUG STAINLESS STEEL PLATE ALU
MINIUM BOTTLE"
2016-01-24,Allied Imex Inc.,1530 West El Segundo Boulevard,Gardena,California,90249,United States,"1530 West El Segundo Boulevard, Gardena, CA 90249, USA",sales@alliedimex.com,,,+1 310 516 1616,,,+1 310 516 9696,alliedimex.com,,https://panjiva.com/Allied-Imex-Inc/1893882,,,2695212,15,,Wholesale,"5023, 5719","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,1236 CTN,6126.0,"",1,3924.10,"PLASTIC BOTTLE  PLASTIC MUG
PLASTIC BOTTLE  PLASTIC MUG"
2016-01-22,American Global Logistics Llc,3399 Peachtree Road,Atlanta,Georgia,30326,United States,"Lenox Square Mall, 3399 Peachtree Road, Atlanta, GA 30326, USA",notify@americangloballogistics.com,clopez@americanriverintl.com,caroln@shipamerican.com,+1 866 285 9610,,,,americangloballogistics.com,aol.com,https://panjiva.com/American-Global-Logistics-Llc/1825973,808251966,Aerospace and Defense,26966539,30,,"Manufacturer, Logistics, Finance, Wholesale",4731,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","New York/Newark Area, Newark, New Jersey",New York Region,500 CTN,1500.0,"",1,3923.30,"PLASTIC BOTTLE
PO 103-37643
ASC ITEM CODE # 900243
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
."
2016-01-22,Canplas Industries Ltd.,500 Veterans Drive,Barrie,Ontario,L4N 0Z1,Canada,"500 Veterans Drive, Barrie, ON L4N 0Z1, Canada",,,,+1 705 726 3361,,,+1 705 726 2186,,,https://panjiva.com/Canplas-Industries-Ltd/1931510,201013018,Building Products,78347700,210,,Manufacturer,"3088, 3564, 3635",Everich International Ltd.,,Hangzhou,Zhejiang,,China,"Hangzhou, Zhejiang, China",,,,+86 861058673115,,,+86 861058673266,,,https://panjiva.com/Everich-International-Ltd/1447772,527528612,,13504810,50,,"",4731,"Port of Seattle, Seattle, Washington",Pacific Region,1530 CTN,7068.0,"",1,8481.80,"VALVE
VALVE"
2016-01-22,Bic Graphic Usa,5151 Moundview Drive,Red Wing,Minnesota,55066,United States,"5151 Moundview Drive, Red Wing, MN 55066, USA",,,,+1 651 388 1298,,,,,,https://panjiva.com/Bic-Graphic-USA/35089172,079199377,Media,,449,,Manufacturer,"3993, 5199","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Seattle, Seattle, Washington",Pacific Region,209 CTN,1359.0,"",1,3924.10,PLASTIC MUG
2016-01-21,Takeya Usa Cororation,5301 Grant Avenue,Cleveland,Ohio,44125,United States,"5301 Grant Avenue, Cleveland, OH 44125, USA",,,,+1 647 786 5488,,,,,,https://panjiva.com/Takeya-USA-Cororation/36516297,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,917 CTN,2384.0,"",1,"",GLASS MUG
2016-01-18,Ets Express Inc.,420 Lombard Street,Oxnard,California,93030,United States,"420 Lombard Street, Oxnard, CA 93030, USA",info@etsexpress.com,,,+1 805 278 7771,,,,etsexpress.com,,https://panjiva.com/Ets-Express-Inc/1981160,105790948,,14110476,35,,Logistics,"3231, 3479","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,1525 CTN,17538.0,"",1,7010.90,GLASS BOTTLE
2016-01-18,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,200 PCS,2300.0,"",1,7010.90,"GLASS BOTTLE + THIS SHIPMENT CONTAINS NO
SOLID WOOD PACKAGING MATERIALS
."
